"Municipality","Constituency","Party","Name","Name_hanja","Gender","Date_of_birth","Age","Address","Occupation","Education","Career","Votes","Votes_share","PR_Ranking","MRPR"
"서울특별시 ","마포구을","더불어민주당","정청래","鄭淸來","남","1965-04-18",58,"서울특별시 마포구 월드컵북로30길","국회의원","서강대학교 공공정책대학원 북한통일정책학과 졸업(정치학석사)","(전) 제17·19대 국회의원(마포구을선거구)(현) 제21대 국회의원(마포구을선거구)",64715,52.44,NA,"MR"
"서울특별시 ","양천구갑","더불어민주당","황희","黃熙","남","1967-07-28",56,"서울특별시 양천구 목동동로","국회의원","연세대학교 대학원 도시공학과 졸업(공학박사)","(현)국회의원(제20·21대)(전)문화체육관광부 장관",71285,49.78,NA,"MR"
"서울특별시 ","양천구을","더불어민주당","이용선","李庸瑄","남","1958-02-12",66,"서울특별시 양천구 신정로","국회의원","서울대학교 토목공학과 졸업","(현)더불어민주당 국회의원(전)대통령비서실 시민사회수석",67962,57.47,NA,"MR"
"서울특별시 ","강서구갑","더불어민주당","강선우","姜仙祐","여","1978-06-02",45,"서울특별시 강서구 우현로","국회의원","미국 위스콘신주립대 매디슨캠퍼스 인간발달 및 가족학 박사(2006.9~2012.5)","(현)서울 강서갑 국회의원(현)더불어민주당 대변인",64651,58.55,NA,"MR"
"서울특별시 ","강서구을","더불어민주당","진성준","陳聲準","남","1967-04-19",56,"서울특별시 강서구 공항대로39길","국회의원","전북대학교 법학과 졸업","(현)국회의원(전)서울시 정무부시장",63601,54.84,NA,"MR"
"서울특별시 ","강서구병","더불어민주당","한정애","韓貞愛","여","1965-01-08",59,"서울특별시 강서구 화곡로","국회의원","영국 노팅엄대학교 산업공학박사 (1999.9~2003.4)","(현)강서구병 국회의원(전)제19대 환경부 장관",62297,59.13,NA,"MR"
"서울특별시 ","구로구갑","더불어민주당","이인영","李仁榮","남","1964-06-28",59,"서울특별시 구로구 고척로","국회의원","고려대학교 언론대학원 정보통신학과 졸업(언론학 석사)","(전)더불어민주당 원내대표(전)제41대 통일부 장관",80182,55.74,NA,"MR"
"서울특별시 ","구로구을","더불어민주당","윤건영","尹建永","남","1969-09-26",54,"서울특별시 구로구 신도림로","국회의원","국민대학교 일반대학원 무역학과 국제경제전공 경제학 석사","(현)제21대 국회의원(전)문재인정부 청와대 국정기획상황실장",57788,59.86,NA,"MR"
"서울특별시 ","금천구","더불어민주당","최기상","崔基相","남","1969-10-07",54,"서울특별시 금천구 시흥대로","국회의원","서울대학교 경영학과 졸업","(현)금천구 국회의원(전)서울중앙지방법원 부장판사",78587,59.03,NA,"MR"
"서울특별시 ","영등포구갑","더불어민주당","채현일","蔡鉉一","남","1970-07-26",53,"서울특별시 영등포구 당산로4길","정당인","서울대학교 정치학과 졸업","(전)영등포구청장(전)대통령비서실 행정관",73163,54.53,NA,"MR"
"서울특별시 ","영등포구을","더불어민주당","김민석","金民錫","남","1964-05-29",59,"서울특별시 영등포구 여의대방로31길","국회의원","하버드대학교 케네디정치행정대학원 공공행정학석사(1994.9~1995.5)","(현)국회의원(전)더불어민주당 정책위의장",49651,50.18,NA,"MR"
"서울특별시 ","동작구갑","더불어민주당","김병기","金炳基","남","1961-07-10",62,"서울특별시 동작구 알마타길","국회의원","건국대학교 안보ㆍ재난관리학과 국가안보전략전공 박사과정 수료","(전)국가정보원 인사처장(현)제21대 국회의원",63372,50.49,NA,"MR"
"서울특별시 ","동작구을","국민의힘","나경원","羅景垣","여","1963-12-06",60,"서울특별시 동작구 현충로","정당인","서울대학교 대학원 법학과 박사과정 수료","(전)4선 국회의원(제17,18,19,20대)(전)자유한국당 원내대표",62720,54.01,NA,"MR"
"서울특별시 ","관악구갑","더불어민주당","박민규","朴珉奎","남","1973-06-13",50,"서울특별시 관악구 관악로15길","사단법인 관악경제사회연구소 연구소장","서울시립대학교대학원 졸업(행정학박사)","(전)서울대학교 BK조교수(현)더불어민주당 정책위원회 부의장",89778,57.08,NA,"MR"
"서울특별시 ","관악구을","더불어민주당","정태호","鄭泰浩","남","1963-03-20",61,"서울특별시 관악구 신림로29길","국회의원","서울대학교 사회복지학과 졸업","(현)제21대 국회의원(전)문재인대통령 비서실 일자리수석",73771,57.97,NA,"MR"
"서울특별시 ","서초구갑","국민의힘","조은희","趙恩禧","여","1961-05-20",62,"서울특별시 서초구 방배로32길","국회의원","서울대학교 대학원 국어국문학과 졸업 (문학석사)","(현) 서초구갑 국회의원(전) 민선6,7기 서초구청장",74813,68.44,NA,"MR"
"서울특별시 ","서초구을","국민의힘","신동욱","申東旭","남","1967-08-03",56,"서울특별시 서초구 사평대로20길","정당인","서울대학교 보건대학원 보건학과 졸업 (보건학석사)","(전) SBS 워싱턴 특파원(전) TV조선 뉴스9 앵커",77638,57.49,NA,"MR"
"서울특별시 ","강남구갑","국민의힘","서명옥","徐明玉","여","1960-11-26",63,"서울특별시 강남구 압구정로","의사","연세대학교 보건대학원 졸업(보건학 석사)","(전)한국공공조직은행장(전)강남구보건소 소장",60549,64.18,NA,"MR"
"서울특별시 ","강남구을","국민의힘","박수민","朴琇民","남","1967-12-03",56,"서울특별시 강남구 자곡로","AI 스타트업 대표","서울대학교 대학원 경영학과 졸업(경영학 석사)","(전)유럽부흥개발은행(EBRD) 이사 (현)AI 스타트업((주)아이넥스 코퍼레이션) 대표",71633,58.57,NA,"MR"
"서울특별시 ","강남구병","국민의힘","고동진","高東眞","남","1961-03-26",63,"서울특별시 강남구 남부순환로","정당인","성균관대학교 산업공학과 졸업","(전) 삼성전자 대표이사 (현) 국민의힘 선거대책위원회 부위원장",66597,66.28,NA,"MR"
"서울특별시 ","송파구갑","국민의힘","박정훈","朴庭勳","남","1971-02-08",53,"서울특별시 송파구 백제고분로","정당인","뉴욕주립대학교 스토니브룩캠퍼스 기술경영 이학석사(2003.7. ~ 2004.7.)","(전) TV조선 보도본부 시사제작국장(전) '박정훈의 정치다' 앵커",56521,52.24,NA,"MR"
"서울특별시 ","송파구을","국민의힘","배현진","裵賢鎭","여","1983-11-06",40,"서울특별시 송파구 올림픽로","국회의원","북한대학원대학교 북한학과 석사 수료","(현) 제21대 국회의원(전) 국민의힘 최고위원",77531,57.2,NA,"MR"
"서울특별시 ","송파구병","더불어민주당","남인순","南仁順","여","1958-11-05",65,"서울특별시 송파구 오금로","국회의원","성공회대학교 시민사회복지대학원 사회복지학과 졸업(사회복지학석사)","(현) 송파병 국회의원(현) 국회 정치개혁특별위원장",80358,51.04,NA,"MR"
"서울특별시 ","강동구갑","더불어민주당","진선미","陣善美","여","1967-05-14",56,"서울특별시 강동구 고덕로","국회의원","성균관대학교 법학과 졸업","(전)국회 국토교통위원회 위원장(현)제21대 국회의원(강동구갑)",73791,50.12,NA,"MR"
"서울특별시 ","강동구을","더불어민주당","이해식","李海植","남","1963-11-13",60,"서울특별시 강동구 천호대로","국회의원","서울시립대학교 일반대학원 도시행정학과 박사과정 수료","(전)강동구청장(3선)(현)제21대 국회의원(강동구을)",71376,53.55,NA,"MR"
"부산광역시 ","중구영도구","국민의힘","조승환","趙承煥","남","1966-02-17",58,"부산광역시 영도구 태종로","정당인","고려대학교 법학과 졸업","(전) 해양수산부 장관(전) 부산지방해양수산청장",46254,54.82,NA,"MR"
"부산광역시 ","서구동구","국민의힘","곽규택","郭圭澤","남","1971-04-12",52,"부산광역시 서구 송도해변로","법무법인 친구 대표변호사","서울대학교 행정대학원 졸업(행정학 석사)","(전)서울중앙지검 부장검사(현)동아대학교 법학전문대학원 겸임교수",64884,57.95,NA,"MR"
"부산광역시 ","부산진구갑","국민의힘","정성국","鄭聖國","남","1971-04-03",53,"부산광역시 부산진구 성지로35번길","정당인","부산교육대학교 교육대학원 졸업(교육학석사)","(전)한국교원단체총연합회 회장(전)대통령소속 국가교육위원회 위원",56153,52.78,NA,"MR"
"부산광역시 ","부산진구을","국민의힘","이헌승","李憲昇","남","1963-05-11",60,"부산광역시 부산진구 백양대로208번길","부산진구을 국회의원","한국해양대학교 대학원 무역학과 박사과정 수료","(현)제19·20·21대 국회의원(전)국회 국토교통·국방위원회 위원장",53897,53.71,NA,"MR"
"부산광역시 ","동래구","국민의힘","서지영","徐知英","여","1975-02-18",49,"부산광역시 동래구 온천장로65번길","정당인","연세대학교 행정대학원 정책학 석사","(전)청와대 국정기획수석실 행정관(전)국회의장 정무조정비서관(2급상당)",85313,54.26,NA,"MR"
"부산광역시 ","남구","국민의힘","박수영","朴洙瑩","남","1964-01-07",60,"부산광역시 남구 수영로","부산 남구갑 국회의원","하버드대학교 졸업(공공정책학 석사)(1994.09~1996.06)","(전) 경기도 행정1부지사(전) 여의도연구원 원장",84563,54.4,NA,"MR"
"부산광역시 ","북구갑","더불어민주당","전재수","田載秀","남","1971-04-20",52,"부산광역시 북구 백양대로1016번길","제21대 국회의원","동국대학교 대학원 정치학과 졸업","(현) 부산 북구강서구갑 국회의원(전) 청와대 제2부속실장",43548,52.31,NA,"MR"
"부산광역시 ","북구을","국민의힘","박성훈","朴成訓","남","1971-01-18",53,"부산광역시 북구 금곡대로303번길","정당인","하버드대학교 존 피츠제날드 케네디행정대학원 행정학 석사(2009.7~2010.5)","(전) 부산광역시 경제부시장(전) 해양수산부 차관",44886,52.56,NA,"MR"
"부산광역시 ","해운대구갑","국민의힘","주진우","朱晋佑","남","1975-05-25",48,"부산광역시 해운대구 해운대해변로","변호사","서울대학교 법과대학 공법학과 졸업(법학사)","(전)대통령비서실 법률비서관(전)부산지방검찰청 동부지청 부부장검사",68267,53.7,NA,"MR"
"부산광역시 ","해운대구을","국민의힘","김미애","金美愛","여","1969-10-06",54,"부산광역시 해운대구 선수촌로","국회의원","동아대학교 법학부 졸업","(전)부산지방변호사회 수석부회장(현)해운대구을 국회의원",54340,58.33,NA,"MR"
"부산광역시 ","사하구갑","국민의힘","이성권","李成權","남","1968-10-15",55,"부산광역시 사하구 하신번영로","동아대학교 특임교수","와세다대학교 아시아태평양연구대학원 국제관계학 석사과정 졸업(2002.04.~2004.03.)","(전)부산광역시 경제부시장(전)제17대 국회의원",43909,50.39,NA,"MR"
"부산광역시 ","사하구을","국민의힘","조경태","趙慶泰","남","1968-01-10",56,"부산광역시 사하구 다대로","국회의원","부산대학교 대학원 졸업(공학박사)","(현)국회의원(현)제21대 국회 교육위원회 위원",46855,55.62,NA,"MR"
"부산광역시 ","금정구","국민의힘","백종헌","白宗憲","남","1962-12-23",61,"부산광역시 금정구 수림로","국회의원","부산대학교 환경대학원 도시계획학과 졸업","(현) 금정구 국회의원(현) 국민의힘 원내부대표",73237,56.62,NA,"MR"
"부산광역시 ","강서구","국민의힘","김도읍","金度邑","남","1964-07-06",59,"부산광역시 강서구 명지국제6로","국회의원","동아대학교 법과대학 법학과 졸업","(현)국회 법제사법위원회 위원장(전)국민의힘 정책위의장",42108,55.58,NA,"MR"
"부산광역시 ","연제구","국민의힘","김희정","金姬廷","여","1971-04-13",52,"부산광역시 연제구 과정로343번길","정당인","연세대학교 대학원 정치학과 박사과정 수료","(전)제17·19대 국회의원(전)여성가족부 장관",68402,54.41,NA,"MR"
"부산광역시 ","수영구","국민의힘","정연욱","鄭然旭","남","1965-12-22",58,"부산광역시 수영구 수영로725번길","정당인","서울대학교 법과대학 공법학과 졸업","(전)동아일보 정치부장·논설위원(전)채널A 정치부장·쾌도난마 앵커",51092,50.33,NA,"MR"
"부산광역시 ","사상구","국민의힘","김대식","金大植","남","1962-08-11",61,"부산광역시 사상구 사상로","정당인","일본 오타니대학 대학원 문학박사(문학연구과 박사 후기과정, 1995. 4.~2000. 3.)","(전) 경남정보대학교 총장(전) 국민권익위원회 부위원장",62975,52.63,NA,"MR"
"부산광역시 ","기장군","국민의힘","정동만","鄭東萬","남","1965-07-18",58,"부산광역시 기장군 기장읍 차성동로116번길","국회의원","부산대학교 경영대학원 졸업(경영학 석사)","(현)제21대 국회의원(전)제7대 부산광역시의원",49248,52.33,NA,"MR"
"대구광역시 ","중구남구","국민의힘","김기웅","金基雄","남","1961-09-15",62,"대구광역시 남구 봉덕로9길","정치인","서울대학교 대학원 졸업 (전공: 정치학 석사)","(전) 대통령비서실 외교안보수석비서관실 통일비서관(전) 제27대 통일부차관",72380,57.91,NA,"MR"
"대구광역시 ","동구군위군갑","국민의힘","최은석","崔殷碩","남","1967-06-07",56,"대구광역시 동구 동대구로","정당인","서울대학교 대학원 수료 (경영학과 석사과정)","(전) CJ제일제당 대표이사 사장",68563,74.48,NA,"MR"
"대구광역시 ","동구군위군을","국민의힘","강대식","姜大植","남","1959-11-02",64,"대구광역시 동구 금강로16길","국회의원","영남대학교 대학원 경영학과 졸업(경영학 박사)","(현)동구을 국회의원(국민의힘)(전)국민의힘 최고위원",82855,76.13,NA,"MR"
"대구광역시 ","서구","국민의힘","김상훈","金相勲","남","1963-01-25",61,"대구광역시 서구 통학로","국회의원","미국 오리건대학교 행정대학원 졸업(행정학 석사, 2004.08~2006.06)","(현)제21대 국회의원(현)국회 기획재정위원장",64167,72.02,NA,"MR"
"대구광역시 ","북구갑","국민의힘","우재준","禹在埈","남","1988-05-04",35,"대구광역시 북구 동북로","변호사","경북대학교 법학전문대학원 법학과 졸업(법무석사)","(현)대구광역시 감사위원회 위원(현)법무법인 이유 변호사",68742,71.37,NA,"MR"
"대구광역시 ","북구을","국민의힘","김승수","金承洙","남","1965-07-05",58,"대구광역시 북구 학정동로","국회의원","美 노스캐롤라이나주립대 졸업(행정학석사, 2002.08~2004.05)","(현) 대구북구을 국회의원(국민의힘)(전) 대구광역시 행정부시장",87356,67.86,NA,"MR"
"대구광역시 ","수성구갑","국민의힘","주호영","朱豪英","남","1960-12-10",63,"대구광역시 수성구 노변로","국회의원","영남대학교 대학원 법학과 졸업(법학박사)","(현)제21대 국회의원(5선)(전)국민의힘 원내대표",89440,65.63,NA,"MR"
"대구광역시 ","수성구을","국민의힘","이인선","李仁善","여","1959-05-02",64,"대구광역시 수성구 들안로","국회의원","영남대학교 대학원 졸업(이학박사)","(현)제21대 국회의원(전)경상북도 경제부지사",66787,72.84,NA,"MR"
"대구광역시 ","달서구갑","국민의힘","유영하","柳榮夏","남","1962-10-19",61,"대구광역시 달서구 장산남로","변호사","연세대학교 사회과학대학 행정학과 졸업","(전) 박근혜 전 대통령 변호인(전) 국가인권위원회 상임위원(차관급)",60070,71.39,NA,"MR"
"대구광역시 ","달서구을","국민의힘","윤재옥","尹在玉","남","1961-09-10",62,"대구광역시 달서구 한실로","국회의원","동국대학교 대학원 경찰행정학과 박사과정 4학기 수료","(현) 국민의힘 원내대표(현) 국회 운영위원회 위원장",93003,72.47,NA,"MR"
"대구광역시 ","달서구병","국민의힘","권영진","權泳臻","남","1962-12-10",61,"대구광역시 달서구 장기로","계명대학교 석좌교수","고려대학교 대학원 정치외교학과 졸업(정치학박사)","(전) 제33·34대 대구광역시장(전) 제18대 국회의원",49816,67.08,NA,"MR"
"대구광역시 ","달성군","국민의힘","추경호","秋慶鎬","남","1960-07-29",63,"대구광역시 달성군 화원읍 비슬로539길","국회의원","미국 오리건대학교 대학원 졸업(경제학 석사, 1991.9~1993.3)","(전)부총리 겸 기획재정부 장관(현)대구 달성군 국회의원",100544,75.31,NA,"MR"
"인천광역시 ","중구강화군옹진군","국민의힘","배준영","裵俊英","남","1970-10-21",53,"인천광역시 중구 흰바위로","제21대 국회의원","연세대학교 정치외교학과 졸업","(현)제21대 국회의원(중구강화군옹진군)(현)국민의힘 인천시당위원장",78408,54.99,NA,"MR"
"인천광역시 ","동구미추홀구갑","더불어민주당","허종식","許琮植","남","1962-02-08",62,"인천광역시 미추홀구 한나루로550번길","국회의원","인하대학교 국어국문학과 졸업","(전)인천광역시 균형발전정무부시장(현)동구미추홀구갑 국회의원",74618,53.73,NA,"MR"
"인천광역시 ","동구미추홀구을","국민의힘","윤상현","尹相現","남","1962-12-01",61,"인천광역시 미추홀구 용정공원로","국회의원","조지워싱턴대학교 졸업(정치학 박사, 1990.9~1994.5)","(전)서울대학교 국제지역원 초빙조교수(현)동구미추홀구을 국회의원",58730,50.44,NA,"MR"
"인천광역시 ","연수구갑","더불어민주당","박찬대","朴贊大","남","1967-05-10",56,"인천광역시 연수구 비류대로232번길","국회의원","서울대학교 대학원 경영학 석사","(현) 제20·21대 연수구갑 국회의원(현) 더불어민주당 최고위원",58663,52.44,NA,"MR"
"인천광역시 ","연수구을","더불어민주당","정일영","鄭日永","남","1957-08-14",66,"인천광역시 연수구 센트럴로","제21대 국회의원(더불어민주당 인천연수을)","영국 옥스퍼드대 발전경제학 석사(1987.10.~1988.07.)","(현) 제21대 국회의원(더불어민주당 인천연수을)(전) 인천국제공항공사 사장",56667,51.5,NA,"MR"
"인천광역시 ","남동구갑","더불어민주당","맹성규","孟聖奎","남","1962-05-16",61,"인천광역시 남동구 선수촌로","제21대 국회의원","한국항공대학교 대학원 졸업(법학 박사)","(현)제21대 국회의원(남동구갑)(전)국토교통부 제2차관",73764,56.96,NA,"MR"
"인천광역시 ","남동구을","더불어민주당","이훈기","李勳基","남","1965-11-30",58,"인천광역시 남동구 구월로","정당인","인하대학교 정책대학원 언론·홍보학과 석사 졸업","(전)진실화해를위한과거사정리위원회 대외협력담당관(전)OBS경인TV 방송정책국장",76443,54.48,NA,"MR"
"인천광역시 ","부평구갑","더불어민주당","노종면","盧宗勉","남","1967-09-15",56,"인천광역시 부평구 경원대로","더불어민주당 대변인","고려대학교 법과대학 법학과 졸업(법학사)","(현) 더불어민주당 대변인(전) YTN 앵커",76797,55.19,NA,"MR"
"인천광역시 ","부평구을","더불어민주당","박선원","朴善源","남","1963-01-14",61,"인천광역시 부평구 산청로","정당인","영국 워릭대학교 국제정치학 박사(1995.10.~2000.2)","(전) 노무현대통령 통일외교안보전략비서관(전) 문재인정부 국가정보원 제1차장",70896,51.36,NA,"MR"
"인천광역시 ","계양구갑","더불어민주당","유동수","柳東秀","남","1961-09-18",62,"인천광역시 계양구 장제로663번길","국회의원","연세대학교 상경대학 경영학과 졸업","(현)제21대 국회의원(전)제20대 국회의원",45823,58.29,NA,"MR"
"인천광역시 ","계양구을","더불어민주당","이재명","李在明","남","1964-12-22",59,"인천광역시 계양구 형제봉길","정당인","중앙대학교 법과대학 법학과 졸업","(현)더불어민주당 대표(현)제21대 인천계양을 국회의원",48365,54.12,NA,"MR"
"인천광역시 ","서구갑","더불어민주당","김교흥","金敎興","남","1960-08-30",63,"인천광역시 서구 서곶로","정치인","동국대학교 대학원 정치학과 박사과정 수료(5학기)","(현) 인천서구갑 국회의원(재선)(전) 제30대 국회 사무총장(장관급)",63564,57.59,NA,"MR"
"인천광역시 ","서구을","더불어민주당","이용우","李庸宇","남","1974-07-16",49,"인천광역시 서구 청라커낼로","변호사","인하대학교 법학전문대학원 졸업(법무석사)","(전) 직장갑질119 법률스탭(전) 교육부 시민감사관",60423,56.53,NA,"MR"
"인천광역시 ","서구병","더불어민주당","모경종","牟炅鍾","남","1989-08-10",34,"인천광역시 서구 원당대로840번길","정당인","연세대학교 독어독문학과 졸업","(전) 이재명 더불어민주당 당대표비서실 차장(전) 이재명 경기도지사 청년비서관",65033,57.52,NA,"MR"
"광주광역시 ","동구남구갑","더불어민주당","정진욱","丁秦旭","남","1964-10-20",59,"광주광역시 남구 봉선2로","정당인","서울대학교 정치학과 졸업","(전)한국경제신문 기자(현)더불어민주당 당대표 정무특보",82883,88.69,NA,"MR"
"광주광역시 ","동구남구을","더불어민주당","안도걸","安道杰","남","1965-01-23",59,"광주광역시 동구 동계로","안도걸경제연구소 이사장","미국 하버드대학교 공공행정학 졸업(공공행정학 석사)[1995. 05. 31.~1996. 06. 06.]","(전) 기획재정부 2차관(현) 더불어민주당 국가경제자문회의 부의장",64558,70.16,NA,"MR"
"광주광역시 ","서구갑","더불어민주당","조인철","趙寅喆","남","1964-08-19",59,"광주광역시 서구 치평로","조인철 민생예산연구소(이사장)","영국 버밍엄대학교 (정책학 박사, 2007.9~2010.12)","(전)광주광역시 문화경제부시장(전)기획재정부 예산실 총사업비관리과장",56267,68.42,NA,"MR"
"광주광역시 ","서구을","더불어민주당","양부남","楊富男","남","1961-03-23",63,"광주광역시 서구 풍암순환로","변호사","전남대학교 법과대학 법학과 졸업","(전)광주지방검찰청 검사장(현)더불어민주당 법률위원회 공동위원장",58037,71.39,NA,"MR"
"광주광역시 ","북구갑","더불어민주당","정준호","鄭俊鎬","남","1980-05-03",43,"광주광역시 북구 군왕로","변호사","서울대학교 법과대학 법학부 졸업","(전)더불어민주당 광주북구(갑) 지역위원장(전)제20대 더불어민주당 광주북구(갑) 국회의원 후보",86713,83.45,NA,"MR"
"광주광역시 ","북구을","더불어민주당","전진숙","全眞淑","여","1969-02-05",55,"광주광역시 북구 매곡로69번길","정당인","전남대학교 일반대학원 사회학과 수료(석사과정)","(전)대통령비서실행정관(현)더불어민주당 중앙당 부대변인",99993,72.11,NA,"MR"
"광주광역시 ","광산구갑","더불어민주당","박균택","朴均澤","남","1966-06-12",57,"광주광역시 광산구 사암로340번길","법무법인 광산 대표 변호사","서울대학교 법과대학 사법학과 졸업","(현) 더불어민주당 당대표 법률특보(전) 광주고등검찰청 검사장",74102,81.7,NA,"MR"
"광주광역시 ","광산구을","더불어민주당","민형배","閔馨培","남","1961-06-15",62,"광주광역시 광산구 장덕로","국회의원","전남대학교 일반대학원 사회학과 졸업(사회학 박사)","(전) 노무현·문재인 대통령비서실 비서관(전) 광주 광산구청장 (민선 5,6기)",94733,76.09,NA,"MR"
"대전광역시 ","동구","더불어민주당","장철민","張喆敏","남","1983-05-16",40,"대전광역시 동구 동대전로46번길","국회의원","서울대학교 정치학과 졸업","(전)더불어민주당 원내부대표(현)제21대 국회의원",64597,53.32,NA,"MR"
"대전광역시 ","중구","더불어민주당","박용갑","朴龍甲","남","1957-03-17",67,"대전광역시 중구 태평로","정당인","한밭대학교 테크노(현 창업)경영대학원 졸업(경제학 석사)","(전) 민선 5,6,7기 대전광역시 중구청장(전) 대전광역시의회 의원(산업건설위원장)",66509,52.08,NA,"MR"
"대전광역시 ","서구갑","더불어민주당","장종태","張鍾泰","남","1953-02-08",71,"대전광역시 서구 관저남로","정당인","대전대학교 대학원 졸업(행정학 박사)","(전) 대전광역시 서구청장(현) 더불어민주당 중앙당 정책위원회 부의장",71576,52.83,NA,"MR"
"대전광역시 ","서구을","더불어민주당","박범계","朴範界","남","1963-04-27",60,"대전광역시 서구 둔지로","국회의원","연세대학교 법학과 졸업","(현) 제21대 국회의원(전) 제68대 법무부장관",65340,54.58,NA,"MR"
"대전광역시 ","유성구갑","더불어민주당","조승래","趙承來","남","1968-02-21",56,"대전광역시 유성구 도안동로","국회의원","충남대학교 평화안보대학원 졸업(평화안보학석사)","(현)국회의원(제20,21대)(전)더불어민주당 전략기획위원장",60038,56.77,NA,"MR"
"대전광역시 ","유성구을","더불어민주당","황정아","黃靖雅","여","1977-03-07",47,"대전광역시 유성구 봉산로","한국천문연구원 책임연구원","한국과학기술원(KAIST) 졸업(이학박사)","(전) 국가우주위원회 위원(현) 한국과학기술원(KAIST) 겸직교수",61387,59.76,NA,"MR"
"대전광역시 ","대덕구","더불어민주당","박정현","朴貞炫","여","1964-11-04",59,"대전광역시 대덕구 계족산로","정당인","충남대학교 법학과 졸업","(전)민선 7기 대덕구청장(현)더불어민주당 최고위원",49273,50.92,NA,"MR"
"울산광역시 ","중구","국민의힘","박성민","朴聖敏","남","1959-04-19",64,"울산광역시 중구 남외1길","국회의원","울산대학교 정책대학원 졸업(행정학석사)","(현)제21대 국회의원(울산 중구)(전)민선5.6대 울산 중구청장",67601,56.44,NA,"MR"
"울산광역시 ","남구갑","국민의힘","김상욱","金相旭","남","1980-01-01",44,"울산광역시 남구 두왕로","법무법인 더정성 대표변호사","고려대학교 법과대학 법학과 졸업","(현)법무법인 더정성 대표변호사(전)국민의힘 울산광역시당 법률자문위원장",50066,53.86,NA,"MR"
"울산광역시 ","남구을","국민의힘","김기현","金起炫","남","1959-02-21",65,"울산광역시 남구 신선로","국회의원","서울대학교 법과대학 법학과 졸업","(전)국민의힘 당 대표(전)제6대 울산광역시장",44502,56.22,NA,"MR"
"울산광역시 ","동구","더불어민주당","김태선","金台善","남","1979-08-28",44,"울산광역시 동구 봉수로","정당인","한국외국어대학교 대학원 정치외교학과 수료(석사학위 과정)","(전) 대통령 비서실 행정관(전) 울산광역시청 정무수석",38474,45.88,NA,"MR"
"울산광역시 ","북구","진보당","윤종오","尹鍾五","남","1963-08-14",60,"울산광역시 북구 명촌로","정당인","부산대학교 행정대학원 행정학과 졸업(행정학석사/사회복지학전공)","(전)민선4대 북구청장(전)제20대 국회의원",63188,55.12,NA,"MR"
"울산광역시 ","울주군","국민의힘","서범수","徐範洙","남","1963-09-17",60,"울산광역시 울주군 범서읍 대리로","국회의원","서울대학교 농과대학 농경제학과 졸업","(현)울주군 국회의원(전)울산지방경찰청장",67044,53.48,NA,"MR"
"세종특별자치시 ","세종특별자치시갑","새로운미래","김종민","金鐘民","남","1964-05-12",59,"세종특별자치시  다정북로","제21대 국회의원","서울대학교 인문대학 국어국문학과 졸업(문학사)","(현) 새로운미래 공동대표(전) 더불어민주당 최고위원",65599,56.93,NA,"MR"
"세종특별자치시 ","세종특별자치시을","더불어민주당","강준현","康準鉉","남","1964-08-19",59,"세종특별자치시  도움1로","국회의원","충남대학교 대학원 건축공학과 졸업(공학석사)","(현) 제21대 국회의원(세종특별자치시을)(현) 더불어민주당 원내부대표",49621,56.19,NA,"MR"
"경기도 ","수원시갑","더불어민주당","김승원","金勝源","남","1969-07-08",54,"경기도 수원시 장안구 경수대로","국회의원","서울대학교 법과대학 공법학과 졸업","(현)국회의원(전)전주 ㆍ수원지방법원 판사",75562,55.54,NA,"MR"
"경기도 ","수원시을","더불어민주당","백혜련","白惠蓮","여","1967-02-17",57,"경기도 수원시 권선구 금곡로73번길","국회의원","고려대학교 사회학과 졸업","(현)국회의원(20,21대)(전)더불어민주당 최고위원",86677,61.73,NA,"MR"
"경기도 ","수원시병","더불어민주당","김영진","金榮鎭","남","1967-09-10",56,"경기도 수원시 팔달구 일월로18번길","국회의원","중앙대학교 경영학과 졸업","(전) 더불어민주당 사무총장(현) 국회의원",64505,55.41,NA,"MR"
"경기도 ","수원시정","더불어민주당","김준혁","金俊爀","남","1969-03-07",55,"경기도 수원시 영통구 도청로","대학교수","중앙대학교 대학원 사학과 졸업(문학박사)","(현)한신대학교 부교수(현)더불어민주당 전략기획위원회 부위원장",69881,50.86,NA,"MR"
"경기도 ","수원시무","더불어민주당","염태영","廉泰英","남","1960-07-25",63,"경기도 수원시 권선구 세권로","정당인","서울대학교 농과대학 농화학과 졸업","(전)수원시장(전)경기도 경제부지사",87665,59,NA,"MR"
"경기도 ","성남시수정구","더불어민주당","김태년","金太年","남","1965-03-20",59,"경기도 성남시 수정구 모란로","국회의원","경희대학교 행정대학원 졸업(행정학 석사)","(현)제21대 국회의원(4선)(전)더불어민주당 원내대표",80835,58.41,NA,"MR"
"경기도 ","성남시중원구","더불어민주당","이수진","李壽珍","여","1969-05-14",54,"경기도 성남시 중원구 산성대로382번길","제21대 국회의원(비례대표)","연세대학교 행정대학원 졸업(정책학석사)","(현)제21대 국회 환경노동위원회 간사(전)더불어민주당 최고위원",73661,60.11,NA,"MR"
"경기도 ","성남시분당구갑","국민의힘","안철수","安哲秀","남","1962-01-22",62,"경기도 성남시 분당구 대왕판교로606번길","국회의원","서울대학교 대학원 졸업 (의학박사)","(현) 국회의원 (제19·20·21대)(전) 서울대학교 융합과학기술대학원 원장",87315,53.27,NA,"MR"
