"Municipality","Constituency","Party_No","Name","Name_hanja","Gender","Female_dm","Male_dm","Party","Date_of_birth","Age","Address","Occupation","Education","Career","Votes","Votes_share","Win_dm"
"부산광역시","금정구","1","박인영","朴仁映","여",1,0,"더불어민주당","1977-07-10",46,"부산광역시 금정구 금강로","정당인","부산대학교 정치외교학과 졸업","(전) 제8대 부산광역시의회 의장(현) 더불어민주당 금정구지역위원장",56100,43.37,0
"부산광역시","금정구","2","백종헌","白宗憲","남",0,1,"국민의힘","1962-12-23",61,"부산광역시 금정구 수림로","국회의원","부산대학교 환경대학원 도시계획학과 졸업","(현) 금정구 국회의원(현) 국민의힘 원내부대표",73237,56.62,1
"부산광역시","강서구","1","변성완","邊城完","남",0,1,"더불어민주당","1965-07-16",58,"부산광역시 강서구 명지오션시티10로","정당인","고려대학교 정경대학 행정학과 졸업","(전)부산광역시장 권한대행(전)제8회 전국동시지방선거 부산광역시장 후보",33645,44.41,0
"부산광역시","강서구","2","김도읍","金度邑","남",0,1,"국민의힘","1964-07-06",59,"부산광역시 강서구 명지국제6로","국회의원","동아대학교 법과대학 법학과 졸업","(현)국회 법제사법위원회 위원장(전)국민의힘 정책위의장",42108,55.58,1
"부산광역시","연제구","2","김희정","金姬廷","여",1,0,"국민의힘","1971-04-13",52,"부산광역시 연제구 과정로343번길","정당인","연세대학교 대학원 정치학과 박사과정 수료","(전)제17·19대 국회의원(전)여성가족부 장관",68402,54.41,1
"부산광역시","연제구","7","노정현","盧正炫","남",0,1,"진보당","1978-01-28",46,"부산광역시 연제구 토현로","정당인","부산대학교 상과대학 경영학부 졸업","(현)진보당 부산광역시당 위원장(전)제6, 7대 부산광역시 연제구의회 의원",57293,45.58,0
"부산광역시","수영구","1","유동철","劉東徹","남",0,1,"더불어민주당","1967-07-28",56,"부산광역시 수영구 광안해변로","동의대학교 사회복지학과 교수","서울대학교 대학원 사회복지학과 박사과정 졸업(문학박사)","(전)더불어민주당 부산시당 혁신위원장(현)한국장애인복지학회 회장",41088,40.47,0
"부산광역시","수영구","2","정연욱","鄭然旭","남",0,1,"국민의힘","1965-12-22",58,"부산광역시 수영구 수영로725번길","정당인","서울대학교 법과대학 공법학과 졸업","(전)동아일보 정치부장·논설위원(전)채널A 정치부장·쾌도난마 앵커",51092,50.33,1
"부산광역시","수영구","7","장예찬","張禮讚","남",0,1,"무소속","1988-07-25",35,"부산광역시 수영구 남천동로","방송인","네덜란드마스트리히트국립음악대학교줴트응용과학대학음악학사과정중퇴(08.9~09.8)","(전)국민의힘 최고위원(전)윤석열 대통령직인수위 청년소통TF 단장",9328,9.18,0
"부산광역시","사상구","1","배재정","裵在禎","여",1,0,"더불어민주당","1968-02-16",56,"부산광역시 사상구 백양대로","정당인","부산대학교 대학원 예술·문화와영상매체협동과정 석사과정 수료","(전) 제19대 비례대표 국회의원(전) 대통령 비서실 정무비서관",56659,47.36,0
"부산광역시","사상구","2","김대식","金大植","남",0,1,"국민의힘","1962-08-11",61,"부산광역시 사상구 사상로","정당인","일본 오타니대학 대학원 문학박사(문학연구과 박사 후기과정, 1995. 4.~2000. 3.)","(전) 경남정보대학교 총장(전) 국민권익위원회 부위원장",62975,52.63,1
"부산광역시","기장군","1","최택용","崔宅甬","남",0,1,"더불어민주당","1968-03-31",56,"부산광역시 기장군 기장읍 배산로8번길","정당인","부산대학교 환경대학원 도시계획학과 졸업","(전)더불어민주당 중앙당 대변인(SNS)(전)서울특별시 정무수석",44852,47.66,0
"부산광역시","기장군","2","정동만","鄭東萬","남",0,1,"국민의힘","1965-07-18",58,"부산광역시 기장군 기장읍 차성동로116번길","국회의원","부산대학교 경영대학원 졸업(경영학 석사)","(현)제21대 국회의원(전)제7대 부산광역시의원",49248,52.33,1
"대구광역시","중구남구","1","허소","許炤","남",0,1,"더불어민주당","1970-02-04",54,"대구광역시 중구 명륜로21길","정당인","고려대학교 법학과 졸업","(전) 노무현정부 청와대 행정관(현) 더불어민주당 중구남구지역위원장",32783,26.23,0
"대구광역시","중구남구","2","김기웅","金基雄","남",0,1,"국민의힘","1961-09-15",62,"대구광역시 남구 봉덕로9길","정치인","서울대학교 대학원 졸업 (전공: 정치학 석사)","(전) 대통령비서실 외교안보수석비서관실 통일비서관(전) 제27대 통일부차관",72380,57.91,1
"대구광역시","중구남구","7","도태우","都泰佑","남",0,1,"무소속","1969-07-24",54,"대구광역시 남구 영선시장1길","변호사","서울대학교 인문대학 국어국문학과 졸업","(현) 자유변호사협회 회장(현) 민주평화통일자문회의 상임위원",19808,15.85,0
"대구광역시","동구군위군갑","1","신효철","申孝澈","남",0,1,"더불어민주당","1969-02-17",55,"대구광역시 동구 화랑로11길","정당인","경북대학교 행정대학원 정책.도시전공 졸업 (행정학 석사)","(전)대구과학대학교 경찰경호행정과 겸임교수(현)더불어민주당 대구동구군위군갑 지역위원장",23484,25.51,0
"대구광역시","동구군위군갑","2","최은석","崔殷碩","남",0,1,"국민의힘","1967-06-07",56,"대구광역시 동구 동대구로","정당인","서울대학교 대학원 수료 (경영학과 석사과정)","(전) CJ제일제당 대표이사 사장",68563,74.48,1
"대구광역시","동구군위군을","2","강대식","姜大植","남",0,1,"국민의힘","1959-11-02",64,"대구광역시 동구 금강로16길","국회의원","영남대학교 대학원 경영학과 졸업(경영학 박사)","(현)동구을 국회의원(국민의힘)(전)국민의힘 최고위원",82855,76.13,1
"대구광역시","동구군위군을","7","정은실","鄭恩實","여",1,0,"자유통일당","1962-03-11",62,"대구광역시 동구 방촌로13길","정당인","한국방송통신대학 행정학과 졸업","(현)자유통일당 동구군위군을 당협위원장(전)기독자유통일당 동구을 당협위원장",4785,4.39,0
"대구광역시","동구군위군을","8","황순규","黃淳奎","남",0,1,"진보당","1980-08-24",43,"대구광역시 동구 동호로9길","정당인","경북대학교 신문방송학과 졸업","(전)6대 대구 동구의회 의원(현)진보당 대구시당 위원장",21190,19.47,0
"대구광역시","서구","2","김상훈","金相勲","남",0,1,"국민의힘","1963-01-25",61,"대구광역시 서구 통학로","국회의원","미국 오리건대학교 행정대학원 졸업(행정학 석사, 2004.08~2006.06)","(현)제21대 국회의원(현)국회 기획재정위원장",64167,72.02,1
"대구광역시","서구","7","서중현","徐重鉉","남",0,1,"무소속","1951-09-14",72,"대구광역시 서구 평리로","정치인","경북대학교 대학원 철학과 박사과정 수료","(전)대구광역시 시의원(전)서구청장",24929,27.97,0
"대구광역시","북구갑","1","박정희","朴正喜","여",1,0,"더불어민주당","1969-11-09",54,"대구광역시 북구 성북로","정당인","고려대학교 대학원 졸업(체육학박사)","(전) 대구북구의회 의원(복지보건위원장)(전) 고려대학교 사회체육학과 전임강사",26266,27.27,0
"대구광역시","북구갑","2","우재준","禹在埈","남",0,1,"국민의힘","1988-05-04",35,"대구광역시 북구 동북로","변호사","경북대학교 법학전문대학원 법학과 졸업(법무석사)","(현)대구광역시 감사위원회 위원(현)법무법인 이유 변호사",68742,71.37,1
"대구광역시","북구갑","7","박진재","朴珍載","남",0,1,"자유통일당","1975-04-04",49,"인천광역시 미추홀구 미추홀대로657번길","정당인","고등학교 졸업학력 검정고시 합격","(전)22년 국회의원재선거 (청주시상당구) 출마",1301,1.35,0
"대구광역시","북구을","1","신동환","申東煥","남",0,1,"더불어민주당","1971-07-25",52,"대구광역시 북구 칠곡중앙대로125길","정당인","대구가톨릭대학교 사회적경제경영대학원 졸업(경영학석사)","(현)더불어민주당 북구을 지역위원장(현)영진전문대학교 겸임조교수",32797,25.47,0
"대구광역시","북구을","2","김승수","金承洙","남",0,1,"국민의힘","1965-07-05",58,"대구광역시 북구 학정동로","국회의원","美 노스캐롤라이나주립대 졸업(행정학석사, 2002.08~2004.05)","(현) 대구북구을 국회의원(국민의힘)(전) 대구광역시 행정부시장",87356,67.86,1
"대구광역시","북구을","7","황영헌","黃永獻","남",0,1,"개혁신당","1965-10-09",58,"대구광역시 북구 동천로24길","정당인","서울대학교 대학원 졸업(공학박사)","(전)kt 연구소 상무보(현)개혁신당 중앙당 정책위원회 부의장",6529,5.07,0
"대구광역시","북구을","8","신유성","申侑城","남",0,1,"무소속","1972-05-20",51,"대구광역시 북구 태전로7길","농업","경북대학교 농업경제학과 졸업(경제학사)","(전)예천군 산합14리 이장(전)전국농협노동조합 수석부위원장",2044,1.58,0
"대구광역시","수성구갑","1","강민구","姜敏求","남",0,1,"더불어민주당","1964-10-16",59,"대구광역시 수성구 만촌로12길","대경대학교 초빙교수","경북대학교 경상대학 무역학과 졸업(경제학사)","(현)더불어민주당 대구광역시당 위원장(전)제8대 대구광역시의회의원(부의장)",41332,30.33,0
"대구광역시","수성구갑","2","주호영","朱豪英","남",0,1,"국민의힘","1960-12-10",63,"대구광역시 수성구 노변로","국회의원","영남대학교 대학원 법학과 졸업(법학박사)","(현)제21대 국회의원(5선)(전)국민의힘 원내대표",89440,65.63,1
"대구광역시","수성구갑","5","김성년","金聖年","남",0,1,"녹색정의당","1977-06-23",46,"대구광역시 수성구 달구벌대로637길","정치인","영남대학교 환경보건대학원 환경관리학과 석사과정 수료","(전)제6,7,8대 수성구의원(현)녹색정의당 대구시당 사무처장",2970,2.17,0
"대구광역시","수성구갑","7","김기현","金基賢","남",0,1,"무소속","1968-07-01",55,"대구광역시 수성구 동대구로38길","삼정회사 대표","경북대학교 국제대학원 국제학 석사(국제정치학)","(현)대구광역시 체육회 이사(현)바르게살기운동 수성구협의회 부회장",2520,1.84,0
"대구광역시","수성구을","2","이인선","李仁善","여",1,0,"국민의힘","1959-05-02",64,"대구광역시 수성구 들안로","국회의원","영남대학교 대학원 졸업(이학박사)","(현)제21대 국회의원(전)경상북도 경제부지사",66787,72.84,1
"대구광역시","수성구을","7","조대원","曺大元","남",0,1,"개혁신당","1970-11-02",53,"대구광역시 수성구 명덕로","정치인","육군사관학교 졸업","(현)개혁신당 대구시당위원장(전)2019년 시사저널 차세대리더 100인 선정",6768,7.38,0
"대구광역시","수성구을","8","오준호","吳準鎬","남",0,1,"새진보연합","1975-06-20",48,"대구광역시 수성구 지산로","정당인","서울대학교 인문대학 국어국문학과 졸업","(현)새진보연합(구 기본소득당) 공동대표(전)기본소득당 제20대 대통령선거 후보",14271,15.56,0
"대구광역시","수성구을","9","박경철","朴慶喆","남",0,1,"무소속","1969-09-15",54,"대구광역시 수성구 지범로39길","(주)대성안전산업 대표","경일대학교 경영학과 3학년 제적(1993. 3~1999. 5)","(전)자유한국당 수성구을 당협 주호영 대외협력 위원장(전)20대 대통령선거 국민의힘 대구선대위 재건축,재개발 발전위 특보단장",3857,4.2,0
"대구광역시","달서구갑","1","권택흥","權宅興","남",0,1,"더불어민주당","1969-03-19",55,"대구광역시 달서구 용산로","정당인","영남대학교 대학원 공법학과 사회법전공 석사 졸업","(전) 대통령직속 일자리위원회 청년TF위원(전) 제21대 국회의원선거 달서구갑 후보자",24068,28.6,0
"대구광역시","달서구갑","2","유영하","柳榮夏","남",0,1,"국민의힘","1962-10-19",61,"대구광역시 달서구 장산남로","변호사","연세대학교 사회과학대학 행정학과 졸업","(전) 박근혜 전 대통령 변호인(전) 국가인권위원회 상임위원(차관급)",60070,71.39,1
"대구광역시","달서구을","1","김성태","金煋泰","남",0,1,"더불어민주당","1954-11-10",69,"대구광역시 달서구 상화로8길","정당인","경북대학교 행정대학원 행정학(석사) 졸업","(현)더불어민주당 달서을지역 위원장(전)대구광역시의회 의원",35313,27.52,0
"대구광역시","달서구을","2","윤재옥","尹在玉","남",0,1,"국민의힘","1961-09-10",62,"대구광역시 달서구 한실로","국회의원","동국대학교 대학원 경찰행정학과 박사과정 4학기 수료","(현) 국민의힘 원내대표(현) 국회 운영위원회 위원장",93003,72.47,1
"대구광역시","달서구병","2","권영진","權泳臻","남",0,1,"국민의힘","1962-12-10",61,"대구광역시 달서구 장기로","계명대학교 석좌교수","고려대학교 대학원 정치외교학과 졸업(정치학박사)","(전) 제33·34대 대구광역시장(전) 제18대 국회의원",49816,67.08,1
"대구광역시","달서구병","7","최영오","崔榮午","남",0,1,"진보당","1982-04-22",41,"대구광역시 달서구 대명천로6길","전국학교비정규직노동조합 대구지부 조직국장","대구교육대학교 초등교육과(과학교육 심화과정) 졸업","(전) 대구교육대학교 총학생회장(현) 진보당 대구시당 달서지역위원회 공동위원장",11945,16.08,0
"대구광역시","달서구병","8","조원진","趙源震","남",0,1,"우리공화당","1959-01-07",65,"대구광역시 달서구 장기로","정당인","영남대학교 행정대학원 정책분석학과 졸업(행정학석사)","(현) 우리공화당 당대표(전) 18대, 19대, 20대 국회의원",12492,16.82,0
"대구광역시","달성군","1","박형룡","朴亨龍","남",0,1,"더불어민주당","1965-11-17",58,"대구광역시 달성군 화원읍 설화본길","정치인","경북대학교 대학원 정치학과 석사과정 수료","(전)대통령직속 국가균형발전위원회 정책조정실장(전)제21대 국회의원선거 달성군 선거구 후보자",32955,24.68,0
"대구광역시","달성군","2","추경호","秋慶鎬","남",0,1,"국민의힘","1960-07-29",63,"대구광역시 달성군 화원읍 비슬로539길","국회의원","미국 오리건대학교 대학원 졸업(경제학 석사, 1991.9~1993.3)","(전)부총리 겸 기획재정부 장관(현)대구 달성군 국회의원",100544,75.31,1
"인천광역시","중구강화군옹진군","1","조택상","趙澤相","남",0,1,"더불어민주당","1959-02-11",65,"인천광역시 중구 하늘별빛로","정당인","중앙대학교 행정대학원 지방행정학과 졸업 (행정학석사)","(전)인천광역시 균형발전정무부시장(전)인천광역시 동구청장",62582,43.89,0
"인천광역시","중구강화군옹진군","2","배준영","裵俊英","남",0,1,"국민의힘","1970-10-21",53,"인천광역시 중구 흰바위로","제21대 국회의원","연세대학교 정치외교학과 졸업","(현)제21대 국회의원(중구강화군옹진군)(현)국민의힘 인천시당위원장",78408,54.99,1
"인천광역시","중구강화군옹진군","7","구본철","具本喆","남",0,1,"무소속","1959-01-24",65,"인천광역시 중구 공항서로","사업가","미국 사우스플로리다 대학교 대학원졸업 전기공학박사('89.9~'94.5)","(전)제18대 국회의원(현)삼성파운드리반도체 유치 인천범추진준비위원장",1590,1.11,0
"인천광역시","동구미추홀구갑","1","허종식","許琮植","남",0,1,"더불어민주당","1962-02-08",62,"인천광역시 미추홀구 한나루로550번길","국회의원","인하대학교 국어국문학과 졸업","(전)인천광역시 균형발전정무부시장(현)동구미추홀구갑 국회의원",74618,53.73,1
"인천광역시","동구미추홀구갑","2","심재돈","沈載敦","남",0,1,"국민의힘","1967-02-17",57,"인천광역시 미추홀구 남주길","변호사","서울대학교 공법학과 졸업","(전)서울중앙지검 부장검사(전)김앤장 법률사무소 변호사",64246,46.26,0
"인천광역시","동구미추홀구을","1","남영희","南英姬","여",1,0,"더불어민주당","1971-11-15",52,"인천광역시 미추홀구 용정공원로","정당인","연세대학교 행정대학원 졸업 (정치학석사)","(현)더불어민주당 동구미추홀구을 지역위원장(전)대통령비서실 행정관",57705,49.55,0
"인천광역시","동구미추홀구을","2","윤상현","尹相現","남",0,1,"국민의힘","1962-12-01",61,"인천광역시 미추홀구 용정공원로","국회의원","조지워싱턴대학교 졸업(정치학 박사, 1990.9~1994.5)","(전)서울대학교 국제지역원 초빙조교수(현)동구미추홀구을 국회의원",58730,50.44,1
"인천광역시","연수구갑","1","박찬대","朴贊大","남",0,1,"더불어민주당","1967-05-10",56,"인천광역시 연수구 비류대로232번길","국회의원","서울대학교 대학원 경영학 석사","(현) 제20·21대 연수구갑 국회의원(현) 더불어민주당 최고위원",58663,52.44,1
"인천광역시","연수구갑","2","정승연","鄭升硯","남",0,1,"국민의힘","1966-09-10",57,"인천광역시 연수구 원인재로","인하대학교 경영대학 교수","교토대학 대학원 경제학연구과 박사과정 졸업(경제학 박사, 1995. 4.~1999. 3.)","(전) 국민의힘 연수구갑 당협위원장(현) 인하대학교 국제통상학과 교수",51546,46.08,0
"인천광역시","연수구갑","7","이영자","李英紫","여",1,0,"무소속","1962-07-10",61,"인천광역시 연수구 독배로","정치인","성신여자대학교 대학원 가정관리학과 졸업(이학박사)","(전) 인천대학교 겸임교수(전) 한국가족상담교육연구소 선임연구원",1645,1.47,0
"인천광역시","연수구을","1","정일영","鄭日永","남",0,1,"더불어민주당","1957-08-14",66,"인천광역시 연수구 센트럴로","제21대 국회의원(더불어민주당 인천연수을)","영국 옥스퍼드대 발전경제학 석사(1987.10.~1988.07.)","(현) 제21대 국회의원(더불어민주당 인천연수을)(전) 인천국제공항공사 사장",56667,51.5,1
"인천광역시","연수구을","2","김기흥","金基興","남",0,1,"국민의힘","1975-06-28",48,"인천광역시 연수구 컨벤시아대로42번길","정당인","서울대학교 인문대학 종교학과 졸업","(전) 대통령실 부대변인(전) KBS 앵커·기자",53354,48.49,0
"인천광역시","남동구갑","1","맹성규","孟聖奎","남",0,1,"더불어민주당","1962-05-16",61,"인천광역시 남동구 선수촌로","제21대 국회의원","한국항공대학교 대학원 졸업(법학 박사)","(현)제21대 국회의원(남동구갑)(전)국토교통부 제2차관",73764,56.96,1
"인천광역시","남동구갑","2","손범규","孫範奎","남",0,1,"국민의힘","1968-12-07",55,"인천광역시 남동구 남동대로799번길","정당인","홍익대학교 대학원 국어국문학과 졸업(문학박사)","(전)SBS아나운서",52139,40.26,0
"인천광역시","남동구갑","7","장석현","張碩鉉","남",0,1,"개혁신당","1955-09-08",68,"인천광역시 남동구 소래역로","정당인","남서울대학교 대학원 졸업(산업경영공학 박사)","(전)인천광역시 남동구청장(전)자유한국당 남동갑 당협위원장",3598,2.77,0
"인천광역시","남동구을","1","이훈기","李勳基","남",0,1,"더불어민주당","1965-11-30",58,"인천광역시 남동구 구월로","정당인","인하대학교 정책대학원 언론·홍보학과 석사 졸업","(전)진실화해를위한과거사정리위원회 대외협력담당관(전)OBS경인TV 방송정책국장",76443,54.48,1
"인천광역시","남동구을","2","신재경","申載庚","남",0,1,"국민의힘","1969-05-17",54,"인천광역시 남동구 백범로227번길","정당인","숭실대학교 대학원 정치외교학과 졸업(정치학 석사)","(전)대통령비서실 선임행정관(전)제20대 대통령직인수위원회 전문위원",63861,45.51,0
"인천광역시","부평구갑","1","노종면","盧宗勉","남",0,1,"더불어민주당","1967-09-15",56,"인천광역시 부평구 경원대로","더불어민주당 대변인","고려대학교 법과대학 법학과 졸업(법학사)","(현) 더불어민주당 대변인(전) YTN 앵커",76797,55.19,1
"인천광역시","부평구갑","2","유제홍","柳濟弘","남",0,1,"국민의힘","1972-02-06",52,"인천광역시 부평구 아트센터로","정당인","인하대학교 공학대학원 졸업(건축공학과 공학석사)","(전)인천광역시의회의원(전)부평구청장선거 후보",62340,44.8,0
"인천광역시","부평구을","1","박선원","朴善源","남",0,1,"더불어민주당","1963-01-14",61,"인천광역시 부평구 산청로","정당인","영국 워릭대학교 국제정치학 박사(1995.10.~2000.2)","(전) 노무현대통령 통일외교안보전략비서관(전) 문재인정부 국가정보원 제1차장",70896,51.36,1
"인천광역시","부평구을","2","이현웅","李賢雄","남",0,1,"국민의힘","1970-07-04",53,"인천광역시 부평구 마장로410번길","변호사","연세대학교 법과대학 법학과 졸업","(전) 제20대 국회의원선거 부평구을선거구 후보(전) 인하대학교 로스쿨 겸임교수",53487,38.75,0
"인천광역시","부평구을","5","김응호","金應鎬","남",0,1,"녹색정의당","1972-12-12",51,"인천광역시 부평구 부영로","정당인","인천대학교 공과대학 기계공학과 졸업(공학사)","(전) 정의당 부대표(현) 부평미군기지반환 인천시민회의 공동대표",2241,1.62,0
"인천광역시","부평구을","6","홍영표","洪永杓","남",0,1,"새로운미래","1957-04-30",66,"인천광역시 부평구 수변로","국회의원","동국대학교 대학원 행정학과 박사과정 수료","(전) 더불어민주당 원내대표(전) 국무총리비서실 시민사회비서관",11399,8.25,0
"인천광역시","계양구갑","1","유동수","柳東秀","남",0,1,"더불어민주당","1961-09-18",62,"인천광역시 계양구 장제로663번길","국회의원","연세대학교 상경대학 경영학과 졸업","(현)제21대 국회의원(전)제20대 국회의원",45823,58.29,1
"인천광역시","계양구갑","2","최원식","崔元植","남",0,1,"국민의힘","1963-03-08",61,"인천광역시 계양구 계양문화로","변호사","서울대학교 법과대학 공법학과 졸업","(전)제19대 국회의원(계양구을선거구)(전)국민통합위원회 경제·계층분과위원",32780,41.7,0
"인천광역시","계양구을","1","이재명","李在明","남",0,1,"더불어민주당","1964-12-22",59,"인천광역시 계양구 형제봉길","정당인","중앙대학교 법과대학 법학과 졸업","(현)더불어민주당 대표(현)제21대 인천계양을 국회의원",48365,54.12,1
"인천광역시","계양구을","2","원희룡","元喜龍","남",0,1,"국민의힘","1964-02-14",60,"인천광역시 계양구 동양로","정당인","서울대학교 법과대학 공법학과 졸업","(전)국토교통부 장관(전)제16대·17대·18대 국회의원",40616,45.45,0
"인천광역시","계양구을","7","최창원","崔昌援","남",0,1,"내일로미래로","1964-02-17",60,"인천광역시 계양구 계양산로","정당인","중앙신학대학원대학교 졸업(사회복지학석사)","(현)내일로미래로 대표(전)직능자영업당 대표",373,0.41,0
"인천광역시","서구갑","1","김교흥","金敎興","남",0,1,"더불어민주당","1960-08-30",63,"인천광역시 서구 서곶로","정치인","동국대학교 대학원 정치학과 박사과정 수료(5학기)","(현) 인천서구갑 국회의원(재선)(전) 제30대 국회 사무총장(장관급)",63564,57.59,1
"인천광역시","서구갑","2","박상수","朴相洙","남",0,1,"국민의힘","1979-04-11",45,"인천광역시 서구 가남로","변호사","서울대학교 법과대학 법학부 졸업(법학사)","(전) 대한변호사협회 부협회장(전) 인천광역시 행정심판위원",44565,40.37,0
"인천광역시","서구갑","7","최인철","崔仁哲","남",0,1,"개혁신당","1959-03-02",65,"인천광역시 서구 원적로124번길","대한국인가스공사 대표","건국대학교 공과대학 전기공학과 졸업","(현) 개혁신당 정책위 부의장(전) 노사모 중앙윤리위원장",1215,1.1,0
"인천광역시","서구갑","8","최상진","崔相鎭","남",0,1,"무소속","1966-06-13",57,"인천광역시 서구 율도로65번길","무직","대헌공업고등학교 졸업","(전)개인택시 기사(전)바로크가구점(근무)",1024,0.92,0
"인천광역시","서구을","1","이용우","李庸宇","남",0,1,"더불어민주당","1974-07-16",49,"인천광역시 서구 청라커낼로","변호사","인하대학교 법학전문대학원 졸업(법무석사)","(전) 직장갑질119 법률스탭(전) 교육부 시민감사관",60423,56.53,1
"인천광역시","서구을","2","박종진","朴鍾津","남",0,1,"국민의힘","1967-04-20",56,"인천광역시 서구 탁옥로74번길","동아방송예술대학교 초빙교수","고려대학교 영어영문학과 졸업","(전)'박종진의 쾌도난마' 메인앵커(전)'강적들' 메인진행",46448,43.46,0
"인천광역시","서구병","1","모경종","牟炅鍾","남",0,1,"더불어민주당","1989-08-10",34,"인천광역시 서구 원당대로840번길","정당인","연세대학교 독어독문학과 졸업","(전) 이재명 더불어민주당 당대표비서실 차장(전) 이재명 경기도지사 청년비서관",65033,57.52,1
"인천광역시","서구병","2","이행숙","李幸淑","여",1,0,"국민의힘","1962-10-10",61,"인천광역시 서구 완정로7번길","한국미래정책연구원 원장","인하대학교 대학원 졸업(행정학 박사)","(전)인천광역시 문화복지정무부시장(전)인천서구시설관리공단 이사장",44720,39.55,0
"인천광역시","서구병","7","권상기","權相基","남",0,1,"개혁신당","1963-01-20",61,"인천광역시 서구 검단로","한국건설기계공업(주) 대표이사","세종대학교 산업대학원졸업(디지털정보산업학 석사)","(전)제17대총선국회의원후보(전)검단산업단지관리공단이사",2622,2.31,0
"인천광역시","서구병","8","이진기","李辰基","남",0,1,"자유민주당","1966-09-23",57,"인천광역시 서구 검단로763번길","정당인","한국방송통신대학교 국어국문학과 3학년 재학","(전)환경방송 대표(전)사단법인 특전사환경연합회 사무총장",670,0.59,0
"광주광역시","동구남구갑","1","정진욱","丁秦旭","남",0,1,"더불어민주당","1964-10-20",59,"광주광역시 남구 봉선2로","정당인","서울대학교 정치학과 졸업","(전)한국경제신문 기자(현)더불어민주당 당대표 정무특보",82883,88.69,1
"광주광역시","동구남구갑","2","강현구","姜賢求","남",0,1,"국민의힘","1955-12-12",68,"광주광역시 남구 효우로116번길","건축사","조선대학교 산업대학원 산업공학과(건축전공) 졸업(공학석사)","(전) 대한건축사협회 광주광역시 건축사회 회장(현) 민주평화통일자문회의 운영위원 광주부의장",10563,11.3,0
"광주광역시","동구남구을","1","안도걸","安道杰","남",0,1,"더불어민주당","1965-01-23",59,"광주광역시 동구 동계로","안도걸경제연구소 이사장","미국 하버드대학교 공공행정학 졸업(공공행정학 석사)[1995. 05. 31.~1996. 06. 06.]","(전) 기획재정부 2차관(현) 더불어민주당 국가경제자문회의 부의장",64558,70.16,1
"광주광역시","동구남구을","2","박은식","朴銀湜","남",0,1,"국민의힘","1984-07-18",39,"광주광역시 동구 운림길","의사","한양대학교 의과대학 의학과 졸업","(전) 호남대안포럼 공동대표(현) 국민의힘 비상대책위원",7936,8.62,0
"광주광역시","동구남구을","7","장도국","張度國","남",0,1,"개혁신당","1990-10-09",33,"광주광역시 서구 화정로","배우","광주 광덕고등학교 졸업","(현) 문화예술인(현) 개혁신당 청년정책특보",1531,1.66,0
"광주광역시","동구남구을","8","김미화","金美花","여",1,0,"진보당","1976-11-26",47,"광주광역시 동구 남문로744번길","전남대학교병원 간호사 ","전남대학교 일반대학원 간호학 석사","(전) 보건의료노조 전남대병원 지부장(현) 진보당 광주시당 동남을 지역위원장",3115,3.38,0
"광주광역시","동구남구을","9","김성환","金成宦","남",0,1,"무소속","1961-10-11",62,"광주광역시 동구 의재로","정치인","영국 셰필드대학교 정치학과 졸업(정치학박사) (2000.01.01. ~ 2008.04.09.)","(전) 광주동구청장(전) 대통령비서실 경제수석비서관실 선임행정관",14865,16.15,0
"광주광역시","서구갑","1","조인철","趙寅喆","남",0,1,"더불어민주당","1964-08-19",59,"광주광역시 서구 치평로","조인철 민생예산연구소(이사장)","영국 버밍엄대학교 (정책학 박사, 2007.9~2010.12)","(전)광주광역시 문화경제부시장(전)기획재정부 예산실 총사업비관리과장",56267,68.42,1
"광주광역시","서구갑","2","하헌식","河憲植","남",0,1,"국민의힘","1966-08-03",57,"광주광역시 서구 시청로96번길","정당인","조선대학교 경영대학원 경영학과 졸업(경영학 석사)","(현)조선대학교 외래교수(현)대통령직속 국민통합위원회 지역위원",7498,9.11,0
"광주광역시","서구갑","7","강승철","姜承哲","남",0,1,"진보당","1970-11-13",53,"광주광역시 서구 상무민주로123번길","정당인","광주석산고등학교 졸업","(전)전국민주노동조합총연맹 사무총장(현)진보당 광주시당 서구갑 지역위원장",4174,5.07,0
"광주광역시","서구갑","8","송영길","宋永吉","남",0,1,"소나무당","1963-03-21",61,"광주광역시 서구 화운로193번길","변호사","연세대학교 상경대학 경영학과 졸업","(전)더불어민주당 대표(전)국회의원(5선)",14292,17.38,0
"광주광역시","서구을","1","양부남","楊富男","남",0,1,"더불어민주당","1961-03-23",63,"광주광역시 서구 풍암순환로","변호사","전남대학교 법과대학 법학과 졸업","(전)광주지방검찰청 검사장(현)더불어민주당 법률위원회 공동위원장",58037,71.39,1
"광주광역시","서구을","2","김윤","金潤","남",0,1,"국민의힘","1963-10-03",60,"광주광역시 서구 상무대로","정치인","서울대학교 서양사학과 졸업","(전)대우자동차 세계경영기획단장(현)북촌학당 학장",6360,7.82,0
"광주광역시","서구을","5","강은미","姜恩美","여",1,0,"녹색정의당","1970-09-06",53,"광주광역시 서구 화개1로78번길","국회의원(비례대표)","전남대학교 해양학과 졸업","(현)제21대 국회의원(녹색정의당)(현)광주전남김대중재단 서구지회 추진위원장",11922,14.66,0
"광주광역시","서구을","7","최현수","崔鉉洙","남",0,1,"개혁신당","1976-07-30",47,"광주광역시 서구 화개2로10번길","정당인","동신대학교 이공학부 2학년 제적(1995.03.~2001.01.)","(현)개혁신당 정책위원회 부의장(현)광주시민회 사무총장",1138,1.39,0
