"Municipality","Constituency","Party_No","Name","Name_hanja","Gender","Female_dm","Male_dm","Party","Date_of_birth","Age","Address","Occupation","Education","Career","Votes","Votes_share","Win_dm"
"서울특별시","종로구","1","곽상언","郭相彦","남",0,1,"더불어민주당","1971-11-18",52,"서울특별시 종로구 통일로","변호사","서울대학교 국제경제학과 졸업","(현) 더불어민주당 종로구 지역위원회 지역위원장(현) 법무법인 인강 대표변호사",44713,50.92,1
"서울특별시","종로구","2","최재형","崔在亨","남",0,1,"국민의힘","1956-09-02",67,"서울특별시 종로구 비봉5길","제21대 국회의원","서울대학교 법학과 졸업 ","(현) 제21대 국회의원(전) 제24대 감사원장",38752,44.13,0
"서울특별시","종로구","6","진예찬","陳叡燦","남",0,1,"새로운미래","1978-12-20",45,"서울특별시 종로구 진흥로22길","정당인","프랑스 파리-발 드 센느 국립고등건축학교 건축학 석사(2010.09-2012.06)","(현) 건축사 (프랑스)(전) 민생당 최고위원",1080,1.22,0
"서울특별시","종로구","7","금태섭","琴泰燮","남",0,1,"개혁신당","1967-09-29",56,"서울특별시 종로구 혜화로6길","정당인","서울대학교 대학원 법학과 박사과정 수료","(전) 제20대 국회의원(현) 개혁신당 최고위원",2835,3.22,0
"서울특별시","종로구","8","김준수","金俊洙","남",0,1,"가락특권폐지당","1960-09-01",63,"서울특별시 종로구 수표로26길","정당인","부산대학교 사범대학 교육학과 2학년 제적(1980.03.~1986.08)","(전) 제19대 국회의원선거 종로구 국민의힘 후보자",54,0.06,0
"서울특별시","종로구","9","김종갑","金鍾甲","남",0,1,"대한국민당","1945-07-31",78,"서울특별시 강동구 천호대로186길","정당인","한국방송통신대학교 중어중문학과 1학년 제적(91.03~92.03)","(전) (사)한국유엔봉사단 총재(현) 한미일동맹국민운동기구",85,0.09,0
"서울특별시","종로구","10","차은정","車銀貞","여",1,0,"민중민주당","1981-02-27",43,"충청남도 서천군 마서면 신장로191번길","정당인","공주대학교 특수교육과 졸업","(현) 민중민주당 반미반전특별위원회위원장(현) 민중민주당 부대변인",290,0.33,0
"서울특별시","중구성동구갑","1","전현희","全賢姬","여",1,0,"더불어민주당","1964-11-04",59,"서울특별시 성동구 왕십리로8길","정당인","고려대학교 법무대학원 의료법학과 졸업(법학석사)","(전) 국민권익위원회 위원장(전) 제18대ㆍ20대 국회의원",65204,52.61,1
"서울특별시","중구성동구갑","2","윤희숙","尹喜淑","여",1,0,"국민의힘","1970-02-07",54,"서울특별시 성동구 행당로","서울대학교 행정대학원 객원교수","미국 콜럼비아대학교 경제학 박사 졸업 (1996.9~2003.5)","(전)제21대 국회의원(전)KDI 국제정책대학원 교수",58726,47.38,0
"서울특별시","중구성동구을","1","박성준","朴省俊","남",0,1,"더불어민주당","1969-04-23",54,"서울특별시 중구 만리재로","국회의원","성균관대학교 대학원 정치외교학과 정치학박사","(현)서울 중구성동구을 국회의원(21대 국회)(현)더불어민주당 대변인",61728,50.81,1
"서울특별시","중구성동구을","2","이혜훈","李惠薰","여",1,0,"국민의힘","1964-06-15",59,"서울특별시 중구 장충단로8길","정치인","미국 UCLA대학교 대학원 경제학 박사(1988.9~1993.12)","(전)17, 18, 20대 국회의원(전)한국개발연구원(KDI) 연구위원",58961,48.53,0
"서울특별시","중구성동구을","7","김영기","金永祺","남",0,1,"한국국민당","1957-06-09",66,"서울특별시 강북구 인수봉로19나길","자영업","연세대 경영학과 졸업","(현)민족회의 통일준비정부 대표(현)개천절 (남북해외)민족공동행사 집행위원장",787,0.64,0
"서울특별시","용산구","1","강태웅","姜泰雄","남",0,1,"더불어민주당","1963-08-29",60,"서울특별시 용산구 이촌로65가길","정당인","서울대학교 행정대학원 졸업(행정학석사)","(전)서울특별시 행정1부시장(전)제21대 국회의원선거(용산구 선거구) 더불어민주당 후보",60473,47.02,0
"서울특별시","용산구","2","권영세","權寧世","남",0,1,"국민의힘","1959-02-24",65,"서울특별시 용산구 장문로9가길","국회의원","미국 하버드대학교 케네디스쿨 졸업(행정학석사, 2000.7.~2001.6.)","(현)서울 용산구 국회의원(전)통일부 장관",66583,51.77,1
"서울특별시","용산구","8","김정현","金正鉉","남",0,1,"무소속","1983-08-13",40,"서울특별시 용산구 유엔빌리지3길","(주)백서스미디어 대표","미국 캔자스대학교 커뮤니케이션학 학사(2002.08.22.-2012.05.11.)","(전) 월간조선 기자(현) 백서스정책연구소 소장",1536,1.19,0
"서울특별시","광진구갑","1","이정헌","李政憲","남",0,1,"더불어민주당","1971-05-05",52,"서울특별시 광진구 천호대로","정당인","서강대학교 영어영문학과 졸업","(전)JTBC 뉴스앵커(전)제20대 대통령선거 더불어민주당 선대위 대변인",54105,52.53,1
"서울특별시","광진구갑","2","김병민","金炳玟","남",0,1,"국민의힘","1982-02-04",42,"서울특별시 광진구 아차산로70길","경희대학교 행정학과 객원교수","경희대학교 대학원 행정학 박사","(전)국민의힘 최고위원(현)경희대학교 행정학과 객원교수",48881,47.46,0
"서울특별시","광진구을","1","고민정","高旼廷","여",1,0,"더불어민주당","1979-08-23",44,"서울특별시 광진구 광나루로56길","국회의원","건국대학교 행정대학원 공공정책학과 석사과정 재학중","(현)제21대 국회의원(현)더불어민주당 최고위원",53362,51.47,1
"서울특별시","광진구을","2","오신환","吳晨煥","남",0,1,"국민의힘","1971-02-07",53,"서울특별시 광진구 광나루로","정당인","건국대학교 행정대학원 도시 및 지역계획학과 석사과정 재학중","(전)제19, 20대 국회의원(전)서울특별시 정무부시장",49347,47.6,0
"서울특별시","광진구을","7","서정민","徐正旼","남",0,1,"한국국민당","1986-02-15",38,"서울특별시 광진구 자양로26길","정책상담가","미기재","(전)「한국정치 새판짜기」저자(전)미 육군성 표창훈장(ARCOM) 수훈",956,0.92,0
"서울특별시","동대문구갑","1","안규백","安圭伯","남",0,1,"더불어민주당","1961-04-29",62,"서울특별시 동대문구 한천로63길","국회의원","성균관대학교 무역대학원 무역학과 석사학위과정 수료","(현)국회의원(서울 동대문구갑)(현)더불어민주당 전략공천관리위원장",53978,52.89,1
"서울특별시","동대문구갑","2","김영우","金榮宇","남",0,1,"국민의힘","1967-01-20",57,"서울특별시 동대문구 이문로","정당인","고려대학교 대학원 석사 (정치외교학) 졸업","(전)제18·19·20대 국회의원(전)YTN 기자",45377,44.46,0
"서울특별시","동대문구갑","7","한승민","韓承珉","여",1,0,"개혁신당","1961-11-28",62,"서울특별시 동대문구 왕산로","정당인","세종대학교 대학원 경제학박사","(전)한나라당 동대문갑지구당위원장(전)한나라당 동대문갑 국회의원선거 출마",2689,2.63,0
"서울특별시","동대문구을","1","장경태","張耿態","남",0,1,"더불어민주당","1983-10-12",40,"서울특별시 동대문구 장한로28가길","국회의원","성균관대학교 국정전문대학원 행정학과 수료(박사학위 과정)","(현)제21대 동대문구을 국회의원(현)더불어민주당 최고위원",58286,54.62,1
"서울특별시","동대문구을","2","김경진","金京鎭","남",0,1,"국민의힘","1966-07-14",57,"서울특별시 동대문구 장안벚꽃로","변호사","고려대학교 법학과 졸업","(전)제20대 국회의원(광주 북구갑)(현)변호사",48408,45.37,0
"서울특별시","중랑구갑","1","서영교","徐瑛敎","여",1,0,"더불어민주당","1964-11-11",59,"서울특별시 중랑구 면목로37길","중랑구(갑)국회의원","이화여자대학교대학원 동아시아학연구 비교정치경제전공 수료(박사학위과정)","(전)국회 행정안전위원회 위원장(현)더불어민주당 최고위원",60881,61.92,1
"서울특별시","중랑구갑","2","김삼화","金三和","여",1,0,"국민의힘","1962-08-01",61,"서울특별시 중랑구 사가정로72길","변호사","중앙대학교 대학원 의회학과 졸업(의회학박사)","(전)제20대 국회의원(전)한국여성변호사회 회장",37429,38.07,0
"서울특별시","중랑구을","1","박홍근","朴洪根","남",0,1,"더불어민주당","1969-10-08",54,"서울특별시 중랑구 봉화산로","제21대 국회의원","경희대학교 행정대학원 환경행정학과 졸업(행정학석사)","(전)더불어민주당 원내대표(현)국회의원(제19,20,21대)",73600,57.72,1
"서울특별시","중랑구을","2","이승환","李承煥","남",0,1,"국민의힘","1983-01-21",41,"서울특별시 중랑구 신내로","정당인","한양대학교 대학원 정치외교학과 석사(수료)","(전)국민의힘 서울 중랑구(을) 당협위원장(전)대통령실 행정관 (인사기획관실·정무수석실)",53898,42.27,0
"서울특별시","성북구갑","1","김영배","金永培","남",0,1,"더불어민주당","1967-03-08",57,"서울특별시 성북구 삼선교로16길","국회의원","고려대학교 정치외교학과 졸업","(전)민선5기, 6기 성북구청장(전)노무현·문재인대통령 청와대비서관",74707,55.68,1
"서울특별시","성북구갑","2","이종철","李鍾喆","남",0,1,"국민의힘","1972-09-30",51,"서울특별시 성북구 성북로14가길","대학강사","고려대학교 일반대학원 정치외교학과 박사과정 졸업","(전)제18대 대통령직인수위원회 국민대통합위원회 위원(전)고려대학교 총학생회장",52511,39.14,0
"서울특별시","성북구갑","6","유승희","兪承希","여",1,0,"새로운미래","1960-04-26",63,"서울특별시 성북구 동소문로3길","(사)포용사회연구소 이사장","한양대학교 대학원 행정학과 졸업(행정학박사)","(전)국회의원(성북구갑 19·20대)(현)김대중재단 고문",6934,5.16,0
"서울특별시","성북구을","1","김남근","金南槿","남",0,1,"더불어민주당","1963-08-26",60,"서울특별시 성북구 숭인로","변호사","고려대학교 대학원 법학과 법학박사","(전)고려대학교 법학전문대학원 겸임교수(전)민주사회를 위한 변호사모임 부회장",68872,56.82,1
"서울특별시","성북구을","2","이상규","李相圭","남",0,1,"국민의힘","1976-01-29",48,"서울특별시 성북구 길음로9길","경희대학교 경영대학원 객원교수","고려대학교 국어국문학과 졸업","(현)한국청년임대주택협회회장(현)국민의힘<격차해소 특별위원회> 부위원장",52328,43.17,0
"서울특별시","강북구갑","1","천준호","千俊鎬","남",0,1,"더불어민주당","1971-02-15",53,"서울특별시 강북구 삼각산로","제21대 강북구갑 국회의원","경희대학교 행정대학원 자치행정학과 행정학 석사 졸업","(현)제21대 강북구갑 국회의원(현)더불어민주당 당대표 비서실장",47701,57.23,1
"서울특별시","강북구갑","2","전상범","全祥範","남",0,1,"국민의힘","1979-02-10",45,"서울특별시 강북구 노해로13길","변호사","서울대학교 대학원 법학과 법학석사 졸업","(전)의정부지방법원 부장판사(전)서울중앙지방법원 판사",35639,42.76,0
"서울특별시","강북구을","1","한민수","韓玟洙","남",0,1,"더불어민주당","1969-01-15",55,"서울특별시 송파구 송파대로","정당인","서강대학교 신문방송학과 졸업","(현)더불어민주당 대변인(전)국민일보 정치부장논설위원",44623,52.94,1
"서울특별시","강북구을","2","박진웅","朴振雄","남",0,1,"국민의힘","1977-01-19",47,"서울특별시 강북구 솔매로46길","정당인","서울대학교 사회과학대학 정치학과 졸업","(전)대통령실 행정관(전)대통령직인수위원회 기획위원회 자문위원",34989,41.51,0
"서울특별시","강북구을","6","이석현","李錫玄","남",0,1,"새로운미래","1951-03-16",73,"서울특별시 강북구 인수봉로64길","정치인","서울대학교 법과대학 법학과 졸업","(전)국회부의장(현)새로운미래 고문",4672,5.54,0
"서울특별시","도봉구갑","1","안귀령","安貴朎","여",1,0,"더불어민주당","1989-06-01",34,"서울특별시 도봉구 도봉로","정당인","이화여자대학교 사회과학대학 언론정보학과 졸업","(현) 더불어민주당 대변인(전) YTN 앵커",45276,47.89,0
"서울특별시","도봉구갑","2","김재섭","金宰燮","남",0,1,"국민의힘","1987-06-28",36,"서울특별시 도봉구 해등로","정당인","서울대학교 법과대학 법학부 졸업(법학사)","(현) 국민의힘 도봉(갑) 조직위원장(전) 국민의힘 비상대책위원",46374,49.05,1
"서울특별시","도봉구갑","5","윤오","尹午","남",0,1,"녹색정의당","1967-05-10",56,"서울특별시 도봉구 도봉로104길","정당인","성균관대학교 정치외교학과 졸업","(현) 녹색정의당 도봉구위원장(전) FCB Korea 국장",2882,3.04,0
"서울특별시","도봉구을","1","오기형","吳奇炯","남",0,1,"더불어민주당","1966-11-25",57,"서울특별시 도봉구 도봉로150길","국회의원","서울대학교 법과대학 공법학과 졸업","(현) 도봉(을) 국회의원(현) 더불어민주당 서울시당 정책위원장",50384,52.83,1
"서울특별시","도봉구을","2","김선동","金善東","남",0,1,"국민의힘","1963-10-09",60,"서울특별시 도봉구 마들로","정당인","고려대학교 대학원 정치외교학과 졸업(정치학 석사)","(전) 제18대·20대 국회의원(전) 국민의힘 사무총장",44969,47.16,0
"서울특별시","노원구갑","1","우원식","禹元植","남",0,1,"더불어민주당","1957-09-18",66,"서울특별시 노원구 공릉로70길","국회의원","연세대학교 공학대학원 환경공학전공 졸업(공학석사)","(전) 더불어민주당 원내대표(현) 홍범도장군기념사업회 이사장",91986,58.99,1
"서울특별시","노원구갑","2","현경병","玄鏡柄","남",0,1,"국민의힘","1962-11-05",61,"서울특별시 노원구 동일로173가길","정당인","서울대학교 행정대학원 행정학과 졸업(행정학석사)","(전) 18대 국회의원(전) 서울특별시장 비서실장",63924,41,0
"서울특별시","노원구을","1","김성환","金星煥","남",0,1,"더불어민주당","1965-10-15",58,"서울특별시 노원구 노원로","국회의원","연세대학교 행정대학원 도시및지방행정전공 졸업(행정학 석사)","(전) 민선5,6기 노원구청장(현) 제21대 국회의원",85721,58.51,1
"서울특별시","노원구을","2","김준호","金峻頀","남",0,1,"국민의힘","1988-10-13",35,"서울특별시 노원구 상계로","정당인","서울대학교 행정대학원 행정학과 졸업 (정책학 석사)","(전) 서울대학교 국가재정연구센터 연구원(현) 국민의힘 노원구을 조직위원장",57515,39.26,0
"서울특별시","노원구을","7","이창영","李昌永","남",0,1,"무소속","1954-09-28",69,"서울특별시 노원구 노원로22길","자유업(정치개혁운동)","(미국) 텍사스 오스틴 대학교 대학원 졸업(물리학 박사, 1984.09.~1990.08)","(전) 세종대학교 자연과학대학 학장(교수)(현) 밝은누리모임 대표",3259,2.22,0
"서울특별시","은평구갑","1","박주민","朴柱民","남",0,1,"더불어민주당","1973-11-21",50,"서울특별시 은평구 수색로","국회의원","서울대학교 법과대학 사법학과 졸업","(현)더불어민주당 원내수석부대표(현)더불어민주당 을지키는민생실천위원회 위원장",89379,60.78,1
"서울특별시","은평구갑","2","홍인정","洪仁貞","여",1,0,"국민의힘","1969-11-15",54,"서울특별시 은평구 은평로","정당인","서울대학교 대학원 졸업(보건학박사)","(전)청와대 행정관(전)국무총리실 여성가족정책과장",57661,39.21,0
"서울특별시","은평구을","1","김우영","金宇榮","남",0,1,"더불어민주당","1969-08-05",54,"서울특별시 은평구 연서로48길","정당인","한국과학기술원(KAIST) 미래전략대학원 프로그램 졸업(경영학석사)","(전)은평구청장(전)서울특별시정무부시장",74211,56.95,1
"서울특별시","은평구을","2","장성호","張誠浩","남",0,1,"국민의힘","1963-08-11",60,"서울특별시 은평구 불광로","학교법인 일곡학원 이사장","건국대학교 대학원 정치학과 비교정치전공(정치학박사)","(전)건국대학교 행정대학원장(현)학교법인 일곡학원 이사장",51612,39.6,0
"서울특별시","은평구을","5","김종민","金種珉","남",0,1,"녹색정의당","1970-11-18",53,"서울특별시 은평구 연서로33길","정당인","서강대학교 생명과학과 졸업","(전)2018년 서울시장 후보(현)녹색정의당 중앙당 정책위의장",4478,3.43,0
"서울특별시","서대문구갑","1","김동아","金東我","남",0,1,"더불어민주당","1987-10-30",36,"서울특별시 서대문구 통일로39가길","변호사","건국대학교 법과대학 법학과 졸업","(현) 더불어민주당 정책위원회 부의장(현) 법률사무소 온길 대표변호사",44890,50.75,1
"서울특별시","서대문구갑","2","이용호","李容鎬","남",0,1,"국민의힘","1960-03-20",64,"서울특별시 서대문구 독립문공원길","국회의원","서울대학교 산업공학과 졸업","(현) 20, 21대 국회의원(전) 제20대 대통령직인수위원회 정무사법행정분과 간사",38466,43.49,0
"서울특별시","서대문구갑","7","이경선","李京宣","여",1,0,"개혁신당","1968-04-30",55,"서울특별시 서대문구 연희로32길","정당인","연세대학교 행정대학원 졸업(행정학 석사)","(전) 서대문구의회 부의장(현) 개혁신당 정책위원회 부의장",5087,5.75,0
"서울특별시","서대문구을","1","김영호","金映豪","남",0,1,"더불어민주당","1967-09-13",56,"서울특별시 서대문구 가재울미래로","국회의원","북경대학교 국제학부 졸업(국제학 학사, 1993.9.~1997.7.)","(현) 더불어민주당 서울특별시당 위원장(현) 국회 교육위원회 간사",57198,57.62,1
"서울특별시","서대문구을","2","박진","朴振","남",0,1,"국민의힘","1956-09-16",67,"서울특별시 서대문구 거북골로14길","국회의원","영국 옥스포드대학교 졸업(정치학 박사, 1985.10.~1994.03.)","(현) 국회의원(제16, 17, 18, 21대 국회의원)(전) 외교부장관",42059,42.37,0
"서울특별시","마포구갑","1","이지은","李知恩","여",1,0,"더불어민주당","1978-03-11",46,"서울특별시 마포구 마포대로","변호사","케임브리지 대학교(철학 석사) 졸업(2009년 10월~2010년 10월)","(전)마포경찰서 홍익지구대장(현)더불어민주당 대변인",47743,47.7,0
"서울특별시","마포구갑","2","조정훈","趙廷訓","남",0,1,"국민의힘","1972-10-07",51,"서울특별시 마포구 도화길","제21대 국회의원","하버드 대학교 케네디스쿨 행정대학원 국제개발행정학 석사 졸업(2000.9.~2002.6.)","(전)세계은행 15년 재직(현)제21대 국회의원",48342,48.3,1
"서울특별시","마포구갑","5","김혜미","金慧美","여",1,0,"녹색정의당","1994-07-29",29,"서울특별시 마포구 마포대로","정당인","중앙대학교 대학원 사회복지학과 석사 졸업","(전)녹색당 부대표(현)녹색정의당 공동대변인",2033,2.03,0
"서울특별시","마포구갑","7","김기정","金基楨","남",0,1,"개혁신당","1982-11-29",41,"서울특별시 마포구 도화길","변호사","서울대학교 법과대학 법학부 졸업","(전)서울서부지방법원 국선전담변호사(현)법률사무소 도화 대표변호사",1959,1.95,0
"서울특별시","마포구을","1","정청래","鄭淸來","남",0,1,"더불어민주당","1965-04-18",58,"서울특별시 마포구 월드컵북로30길","국회의원","서강대학교 공공정책대학원 북한통일정책학과 졸업(정치학석사)","(전) 제17·19대 국회의원(마포구을선거구)(현) 제21대 국회의원(마포구을선거구)",64715,52.44,1
"서울특별시","마포구을","2","함운경","咸雲炅","남",0,1,"국민의힘","1964-03-18",60,"서울특별시 마포구 월드컵북로","도소매업(생선장수)","서울대학교 자연과학대학 물리학과 졸업","(현)주식회사 네모선장 대표(현)국민의힘 제22대 총선 영입인재",47848,38.77,0
"서울특별시","마포구을","5","장혜영","張惠英","여",1,0,"녹색정의당","1987-04-08",37,"서울특별시 마포구 토정로","녹색정의당 비례대표 국회의원","연세대학교 신문방송학과 중퇴(2006.03.~2011.11.)","(현)녹색정의당 원내수석부대표(현)제21대 국회의원",10839,8.78,0
"서울특별시","양천구갑","1","황희","黃熙","남",0,1,"더불어민주당","1967-07-28",56,"서울특별시 양천구 목동동로","국회의원","연세대학교 대학원 도시공학과 졸업(공학박사)","(현)국회의원(제20·21대)(전)문화체육관광부 장관",71285,49.78,1
"서울특별시","양천구갑","2","구자룡","具滋龍","남",0,1,"국민의힘","1978-03-20",46,"서울특별시 양천구 목동중앙본로7길","변호사","홍익대학교 법학과 졸업","(현)국민의힘 비상대책위원회 위원(현)법무법인(유) 한별 변호사",68959,48.16,0
"서울특별시","양천구갑","7","염동옥","廉東鈺","남",0,1,"무소속","1963-04-24",60,"서울특별시 양천구 신정로","정치인","연세대학교 상경대학 경제학과 졸업","(전)대우증권 직원(현)이해출판사 대표",2940,2.05,0
"서울특별시","양천구을","1","이용선","李庸瑄","남",0,1,"더불어민주당","1958-02-12",66,"서울특별시 양천구 신정로","국회의원","서울대학교 토목공학과 졸업","(현)더불어민주당 국회의원(전)대통령비서실 시민사회수석",67962,57.47,1
"서울특별시","양천구을","2","오경훈","吳慶勳","남",0,1,"국민의힘","1964-03-08",60,"서울특별시 양천구 신정로","정당인","서울대학교 사회과학대학 외교학과 졸업","(전)양천구을 국회의원(전)LG디스플레이 상임고문",50293,42.52,0
"서울특별시","강서구갑","1","강선우","姜仙祐","여",1,0,"더불어민주당","1978-06-02",45,"서울특별시 강서구 우현로","국회의원","미국 위스콘신주립대 매디슨캠퍼스 인간발달 및 가족학 박사(2006.9~2012.5)","(현)서울 강서갑 국회의원(현)더불어민주당 대변인",64651,58.55,1
"서울특별시","강서구갑","2","구상찬","具相燦","남",0,1,"국민의힘","1957-07-07",66,"서울특별시 강서구 우현로","정당인","동국대학교 대학원 체육학과 졸업(체육학석사)","(전)제18대 국회의원(현)고려대학교 특임교수",42703,38.67,0
"서울특별시","강서구갑","6","남평오","南平五","남",0,1,"새로운미래","1961-11-12",62,"서울특별시 강서구 화곡로13길","정당인","전남대학교 인문과학대학 사학과 졸업","(전)국무총리실 민정실장(전)강릉영동대학교 부총장",3060,2.77,0
"서울특별시","강서구을","1","진성준","陳聲準","남",0,1,"더불어민주당","1967-04-19",56,"서울특별시 강서구 공항대로39길","국회의원","전북대학교 법학과 졸업","(현)국회의원(전)서울시 정무부시장",63601,54.84,1
"서울특별시","강서구을","2","박민식","朴敏植","남",0,1,"국민의힘","1965-11-20",58,"서울특별시 강서구 방화대로","변호사","서울대학교 사회과학대학 외교학과 졸업","(전)국가보훈부 장관(전)제18대·제19대 국회의원",52354,45.15,0
"서울특별시","강서구병","1","한정애","韓貞愛","여",1,0,"더불어민주당","1965-01-08",59,"서울특별시 강서구 화곡로","국회의원","영국 노팅엄대학교 산업공학박사 (1999.9~2003.4)","(현)강서구병 국회의원(전)제19대 환경부 장관",62297,59.13,1
"서울특별시","강서구병","2","김일호","金一鎬","남",0,1,"국민의힘","1973-11-29",50,"서울특별시 강서구 공항대로61길","정당인","서울대학교 사범대학 역사교육과 졸업","(전)제20대 대통령직 인수위원회 전문위원(현)국민의힘 서울시당 전략기획위원장",43046,40.86,0
"서울특별시","구로구갑","1","이인영","李仁榮","남",0,1,"더불어민주당","1964-06-28",59,"서울특별시 구로구 고척로","국회의원","고려대학교 언론대학원 정보통신학과 졸업(언론학 석사)","(전)더불어민주당 원내대표(전)제41대 통일부 장관",80182,55.74,1
"서울특별시","구로구갑","2","호준석","扈准錫","남",0,1,"국민의힘","1969-08-04",54,"서울특별시 구로구 경인로8길","정당인","연세대학교 정치외교학과 졸업","(전)YTN 앵커(현)국민의힘 대변인",63664,44.25,0
"서울특별시","구로구을","1","윤건영","尹建永","남",0,1,"더불어민주당","1969-09-26",54,"서울특별시 구로구 신도림로","국회의원","국민대학교 일반대학원 무역학과 국제경제전공 경제학 석사","(현)제21대 국회의원(전)문재인정부 청와대 국정기획상황실장",57788,59.86,1
"서울특별시","구로구을","2","태영호","太永浩","남",0,1,"국민의힘","1962-07-25",61,"서울특별시 구로구 구로중앙로28길","국회의원","국민대학교 법무대학원 통일융합법무 석사 졸업","(현)강남구갑 국회의원(현)국회외교통일위원회 국민의힘 간사",38741,40.13,0
"서울특별시","금천구","1","최기상","崔基相","남",0,1,"더불어민주당","1969-10-07",54,"서울특별시 금천구 시흥대로","국회의원","서울대학교 경영학과 졸업","(현)금천구 국회의원(전)서울중앙지방법원 부장판사",78587,59.03,1
"서울특별시","금천구","2","강성만","姜聲晩","남",0,1,"국민의힘","1961-03-17",63,"서울특별시 금천구 벚꽃로","정당인","서강대학교 영어영문학과 졸업","(현)국민의힘 금천구 당협위원장(전)국립박물관문화재단 사장",54525,40.96,0
"서울특별시","영등포구갑","1","채현일","蔡鉉一","남",0,1,"더불어민주당","1970-07-26",53,"서울특별시 영등포구 당산로4길","정당인","서울대학교 정치학과 졸업","(전)영등포구청장(전)대통령비서실 행정관",73163,54.53,1
"서울특별시","영등포구갑","2","김영주","金榮珠","여",1,0,"국민의힘","1955-07-27",68,"서울특별시 영등포구 문래로","국회의원","서강대학교 경제대학원 경제학(석사) 졸업","(전)고용노동부 장관(전)전국금융노련 상임부위원장",55913,41.67,0
"서울특별시","영등포구갑","7","허은아","許垠娥","여",1,0,"개혁신당","1972-05-26",51,"서울특별시 영등포구 영등포로","정당인","성균관대학교 대학원 졸업(경영학박사)","(전)제21대 국회의원(전)주식회사 예라고 대표이사",5084,3.78,0
"서울특별시","영등포구을","1","김민석","金民錫","남",0,1,"더불어민주당","1964-05-29",59,"서울특별시 영등포구 여의대방로31길","국회의원","하버드대학교 케네디정치행정대학원 공공행정학석사(1994.9~1995.5)","(현)국회의원(전)더불어민주당 정책위의장",49651,50.18,1
"서울특별시","영등포구을","2","박용찬","朴容賛","남",0,1,"국민의힘","1964-10-17",59,"서울특별시 영등포구 여의대로6길","정당인","서울대학교 행정대학원졸업(행정학석사)","(전)국민의힘 영등포구을 당원협의회 위원장(전)MBC 뉴스데스크 앵커",48516,49.03,0
"서울특별시","영등포구을","7","김정기","金正基","남",0,1,"기후민생당","1967-03-11",57,"경기도 부천시 원미구 장말로279번길","정당인","한양대학교 독어독문학과 졸업","(전)한양대학교 총학생회장(전)기후민생당 대표",778,0.78,0
"서울특별시","동작구갑","1","김병기","金炳基","남",0,1,"더불어민주당","1961-07-10",62,"서울특별시 동작구 알마타길","국회의원","건국대학교 안보ㆍ재난관리학과 국가안보전략전공 박사과정 수료","(전)국가정보원 인사처장(현)제21대 국회의원",63372,50.49,1
"서울특별시","동작구갑","2","장진영","張眞榮","남",0,1,"국민의힘","1971-06-30",52,"서울특별시 동작구 대방동1길","변호사","서강대학교 법학과 졸업(학사)","(전)서강대학교 로스쿨 겸임교수(전)대한변호사협회 대변인",56498,45.01,0
"서울특별시","동작구갑","6","전병헌","田炳憲","남",0,1,"새로운미래","1958-03-17",66,"서울특별시 동작구 여의대방로44길","정치인","고려대학교 정책대학원 졸업(경제학석사)","(전) 청와대 정무수석비서관(전) 민주당 원내대표",5626,4.48,0
"서울특별시","동작구을","1","류삼영","柳三榮","남",0,1,"더불어민주당","1964-10-09",59,"서울특별시 동작구 상도로","정당인","동아대학교 대학원 법학박사","(전)부산경찰청 반부패 경제범죄 수사대장(현)더불어민주당 국민안전살리기 본부장",53395,45.98,0
"서울특별시","동작구을","2","나경원","羅景垣","여",1,0,"국민의힘","1963-12-06",60,"서울특별시 동작구 현충로","정당인","서울대학교 대학원 법학과 박사과정 수료","(전)4선 국회의원(제17,18,19,20대)(전)자유한국당 원내대표",62720,54.01,1
"서울특별시","관악구갑","1","박민규","朴珉奎","남",0,1,"더불어민주당","1973-06-13",50,"서울특별시 관악구 관악로15길","사단법인 관악경제사회연구소 연구소장","서울시립대학교대학원 졸업(행정학박사)","(전)서울대학교 BK조교수(현)더불어민주당 정책위원회 부의장",89778,57.08,1
"서울특별시","관악구갑","2","유종필","柳鍾珌","남",0,1,"국민의힘","1957-09-01",66,"서울특별시 관악구 관악로30길","정당인","서울대학교 철학과 졸업","(전)관악구청장(2010~2018)(전)청와대 비서관",67503,42.91,0
"서울특별시","관악구을","1","정태호","鄭泰浩","남",0,1,"더불어민주당","1963-03-20",61,"서울특별시 관악구 신림로29길","국회의원","서울대학교 사회복지학과 졸업","(현)제21대 국회의원(전)문재인대통령 비서실 일자리수석",73771,57.97,1
"서울특별시","관악구을","2","이성심","李成心","여",1,0,"국민의힘","1955-08-24",68,"서울특별시 관악구 쑥고개로","정당인","고려대학교 정책대학원 석사과정 도시및지방행정학과 수료","(전)제7대 관악구의회 전반기 의장(전)관악구의회 5선 의원",49418,38.83,0
"서울특별시","관악구을","7","이상규","李相奎","남",0,1,"진보당","1965-01-07",59,"서울특별시 관악구 난곡로","건설 배관공","서울대학교 법과대학 공법학과 졸업","(전)19대 국회의원(관악구을)(전)한명숙 서울시장후보 공동선대위원장",4050,3.18,0
"서울특별시","서초구갑","1","김한나","金韓羅","여",1,0,"더불어민주당","1981-04-01",43,"서울특별시 서초구 양재대로2길","변호사","이화여자대학교 사범대학 사회생활학과 (졸업)","(현) 법무법인 두우 파트너 변호사(현) 더불어민주당 중앙당 부대변인",34488,31.55,0
